strategy_code,future_id,region,time_period,difference_variable,variable_value_baseline,variable_value_pathway,difference_value,variable,value
PFLO:ALL,0,morocco,7,pop_unimproved_rural,299091.209054372,299091.209054372,0.0,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:ALL,0,morocco,8,pop_unimproved_rural,294340.07849347586,294340.07849347586,0.0,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:ALL,0,morocco,9,pop_unimproved_rural,289474.71138817567,289474.71138817567,0.0,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:ALL,0,morocco,10,pop_unimproved_rural,284494.6292986252,284494.6292986252,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0
PFLO:ALL,0,morocco,11,pop_unimproved_rural,279403.9680850541,279403.9680850541,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0
PFLO:ALL,0,morocco,12,pop_unimproved_rural,274197.3821081051,274197.3821081051,0.0,cb:wali:technical_cost:sanitation:unimp_rural,-0.0
PFLO:ALL,0,morocco,13,pop_unimproved_rural,268873.6138056334,262620.739065968,-6252.874739665363,cb:wali:technical_cost:sanitation:unimp_rural,40643.68580782486
PFLO:ALL,0,morocco,14,pop_unimproved_rural,263432.16374222044,251179.50496351236,-12252.658778708079,cb:wali:technical_cost:sanitation:unimp_rural,79642.28206160251
PFLO:ALL,0,morocco,15,pop_unimproved_rural,257873.3363345572,239882.17333447223,-17991.163000084984,cb:wali:technical_cost:sanitation:unimp_rural,116942.5595005524
PFLO:ALL,0,morocco,16,pop_unimproved_rural,252198.1693581482,228737.87453413423,-23460.29482401398,cb:wali:technical_cost:sanitation:unimp_rural,152491.91635609086
PFLO:ALL,0,morocco,17,pop_unimproved_rural,246408.50817484534,217756.35606149153,-28652.152113353804,cb:wali:technical_cost:sanitation:unimp_rural,186238.98873679974
PFLO:ALL,0,morocco,18,pop_unimproved_rural,240507.00775237803,206947.89039158082,-33559.117360797216,cb:wali:technical_cost:sanitation:unimp_rural,218134.26284518192
PFLO:ALL,0,morocco,19,pop_unimproved_rural,234496.89066280678,196322.9782293268,-38173.91243347997,cb:wali:technical_cost:sanitation:unimp_rural,248130.4308176198
PFLO:ALL,0,morocco,20,pop_unimproved_rural,228381.51040518517,185891.9270739876,-42489.58333119756,cb:wali:technical_cost:sanitation:unimp_rural,276182.2916527841
PFLO:ALL,0,morocco,21,pop_unimproved_rural,222164.57881309596,175665.01580570388,-46499.56300739208,cb:wali:technical_cost:sanitation:unimp_rural,302247.1595480485
PFLO:ALL,0,morocco,22,pop_unimproved_rural,215849.9307975891,165652.27247256794,-50197.658325021155,cb:wali:technical_cost:sanitation:unimp_rural,326284.7791126375
PFLO:ALL,0,morocco,23,pop_unimproved_rural,209441.20358367465,155863.22127157188,-53577.98231210277,cb:wali:technical_cost:sanitation:unimp_rural,348256.88502866804
PFLO:ALL,0,morocco,24,pop_unimproved_rural,202942.15072933878,146307.13192115078,-56635.018808188004,cb:wali:technical_cost:sanitation:unimp_rural,368127.62225322204
PFLO:ALL,0,morocco,25,pop_unimproved_rural,196356.40797351697,136992.84277222108,-59363.56520129589,cb:wali:technical_cost:sanitation:unimp_rural,385863.1738084233
PFLO:ALL,0,morocco,26,pop_unimproved_rural,189687.58579187415,127928.836929403,-61758.748862471155,cb:wali:technical_cost:sanitation:unimp_rural,401431.8676060625
PFLO:ALL,0,morocco,27,pop_unimproved_rural,182939.30243338912,119123.2667008115,-63816.03573257763,cb:wali:technical_cost:sanitation:unimp_rural,414804.2322617546
PFLO:ALL,0,morocco,28,pop_unimproved_rural,176114.93818456505,110583.79839495978,-65531.139789605266,cb:wali:technical_cost:sanitation:unimp_rural,425952.4086324342
PFLO:ALL,0,morocco,29,pop_unimproved_rural,169218.00418268808,102317.8629941834,-66900.14118850468,cb:wali:technical_cost:sanitation:unimp_rural,434850.91772528045
PFLO:ALL,0,morocco,30,pop_unimproved_rural,162251.7815664048,94332.43114325884,-67919.35042314595,cb:wali:technical_cost:sanitation:unimp_rural,441475.7777504487
PFLO:ALL,0,morocco,31,pop_unimproved_rural,155219.26477625646,86634.00824721278,-68585.25652904368,cb:wali:technical_cost:sanitation:unimp_rural,445804.1674387839
PFLO:ALL,0,morocco,32,pop_unimproved_rural,148122.2734535687,79228.19277749039,-68894.0806760783,cb:wali:technical_cost:sanitation:unimp_rural,447811.524394509
PFLO:ALL,0,morocco,33,pop_unimproved_rural,140962.86394469545,72120.53504147191,-68842.32890322353,cb:wali:technical_cost:sanitation:unimp_rural,447475.13787095295
PFLO:ALL,0,morocco,34,pop_unimproved_rural,133742.765507137,65316.2343174391,-68426.5311896979,cb:wali:technical_cost:sanitation:unimp_rural,444772.4527330363
PFLO:ALL,0,morocco,35,pop_unimproved_rural,126463.1974080363,58820.09181769109,-67643.1055903452,cb:wali:technical_cost:sanitation:unimp_rural,439680.1863372438
PFLO:ALL,0,morocco,36,pop_unimproved_rural,126463.1974080363,55879.08722680679,-70584.11018122951,cb:wali:technical_cost:sanitation:unimp_rural,458796.7161779918
PFLO:ALL,0,morocco,37,pop_unimproved_rural,126463.1974080363,52938.08263592209,-73525.1147721142,cb:wali:technical_cost:sanitation:unimp_rural,477913.2460187423
PFLO:ALL,0,morocco,38,pop_unimproved_rural,126463.1974080363,49997.07804503756,-76466.11936299874,cb:wali:technical_cost:sanitation:unimp_rural,497029.7758594918
PFLO:ALL,0,morocco,39,pop_unimproved_rural,126463.1974080363,47056.07345415296,-79407.12395388333,cb:wali:technical_cost:sanitation:unimp_rural,516146.30570024165
PFLO:ALL,0,morocco,40,pop_unimproved_rural,126463.1974080363,44115.06886326838,-82348.12854476791,cb:wali:technical_cost:sanitation:unimp_rural,535262.8355409914
PFLO:ALL,0,morocco,41,pop_unimproved_rural,126463.1974080363,41174.06427238391,-85289.13313565239,cb:wali:technical_cost:sanitation:unimp_rural,554379.3653817405
PFLO:ALL,0,morocco,42,pop_unimproved_rural,126463.1974080363,38233.05968149931,-88230.13772653698,cb:wali:technical_cost:sanitation:unimp_rural,573495.8952224904
PFLO:ALL,0,morocco,43,pop_unimproved_rural,126463.1974080363,35292.055090614784,-91171.14231742152,cb:wali:technical_cost:sanitation:unimp_rural,592612.4250632399
PFLO:ALL,0,morocco,44,pop_unimproved_rural,126463.1974080363,32351.050499730194,-94112.14690830611,cb:wali:technical_cost:sanitation:unimp_rural,611728.9549039897
PFLO:ALL,0,morocco,45,pop_unimproved_rural,126463.1974080363,29410.045908845605,-97053.15149919069,cb:wali:technical_cost:sanitation:unimp_rural,630845.4847447395
PFLO:ALL,0,morocco,46,pop_unimproved_rural,126463.1974080363,26469.041317961073,-99994.15609007522,cb:wali:technical_cost:sanitation:unimp_rural,649962.0145854889
PFLO:ALL,0,morocco,47,pop_unimproved_rural,126463.1974080363,23528.03672707648,-102935.16068095982,cb:wali:technical_cost:sanitation:unimp_rural,669078.5444262389
PFLO:ALL,0,morocco,48,pop_unimproved_rural,126463.1974080363,20587.032136191894,-105876.16527184441,cb:wali:technical_cost:sanitation:unimp_rural,688195.0742669887
PFLO:ALL,0,morocco,49,pop_unimproved_rural,126463.1974080363,17646.027545307308,-108817.16986272899,cb:wali:technical_cost:sanitation:unimp_rural,707311.6041077385
PFLO:ALL,0,morocco,50,pop_unimproved_rural,126463.1974080363,14705.022954422775,-111758.17445361352,cb:wali:technical_cost:sanitation:unimp_rural,726428.1339484879
PFLO:ALL,0,morocco,51,pop_unimproved_rural,126463.1974080363,11764.018363538187,-114699.17904449812,cb:wali:technical_cost:sanitation:unimp_rural,745544.6637892377
PFLO:ALL,0,morocco,52,pop_unimproved_rural,126463.1974080363,8823.013772653698,-117640.18363538261,cb:wali:technical_cost:sanitation:unimp_rural,764661.193629987
PFLO:ALL,0,morocco,53,pop_unimproved_rural,126463.1974080363,5882.009181769114,-120581.18822626719,cb:wali:technical_cost:sanitation:unimp_rural,783777.7234707368
PFLO:ALL,0,morocco,54,pop_unimproved_rural,126463.1974080363,2941.0045908845286,-123522.19281715176,cb:wali:technical_cost:sanitation:unimp_rural,802894.2533114864
PFLO:ALL,0,morocco,55,pop_unimproved_rural,126463.1974080363,0.0,-126463.1974080363,cb:wali:technical_cost:sanitation:unimp_rural,822010.7831522359
PFLO:ALL,0,morocco,7,pop_improved_rural,41973.29513006051,41973.29513006051,0.0,cb:wali:technical_cost:sanitation:imp_rural,0.0
PFLO:ALL,0,morocco,8,pop_improved_rural,41306.53997579019,41306.53997579019,0.0,cb:wali:technical_cost:sanitation:imp_rural,0.0
PFLO:ALL,0,morocco,9,pop_improved_rural,40623.7533099015,40623.7533099015,0.0,cb:wali:technical_cost:sanitation:imp_rural,0.0
PFLO:ALL,0,morocco,10,pop_improved_rural,39924.867990010236,39924.867990010236,0.0,cb:wali:technical_cost:sanitation:imp_rural,-0.0
PFLO:ALL,0,morocco,11,pop_improved_rural,39210.464426629245,39210.464426629245,0.0,cb:wali:technical_cost:sanitation:imp_rural,-0.0
PFLO:ALL,0,morocco,12,pop_improved_rural,38479.79243355578,38479.79243355578,0.0,cb:wali:technical_cost:sanitation:imp_rural,-0.0
PFLO:ALL,0,morocco,13,pop_improved_rural,37732.67552941739,36855.17144733786,-877.504082079533,cb:wali:technical_cost:sanitation:imp_rural,59758.02798961619
